ASV	Phylum	Order	Family	Reject	Statistic	rawpvalue	Status	HostSpecies	RelativeAbundance	Study
ca303ac64a0ab84e05f491517ba73ad2	p_Firmicutes	o_Lactobacillales	f_Lactobacillaceae	TRUE	-19.32377049	1.00E-04	higherinclean	Apodemus_flavicollis	0.074849517	Chernobyl
c820fcf7cea71f0d643a1ac3b5919c3e	p_Firmicutes	o_Lactobacillales	f_Lactobacillaceae	TRUE	-5.655737705	0.03059694	higherinclean	Apodemus_flavicollis	0.074849517	Chernobyl
6f1cbae792de3e1162d3d7dffbe4bb20	p_Firmicutes	o_Lactobacillales	f_Lactobacillaceae	TRUE	9.827717061	0.00369963	higherinhot	Apodemus_flavicollis	0.074849517	Chernobyl
0df6c802966e8670279671824da4f10a	p_Firmicutes	o_Lactobacillales	f_Lactobacillaceae	TRUE	21.3835762	0.00019998	higherinhot	Apodemus_flavicollis	0.074849517	Chernobyl
2ef1e51ab1cf99a3c6417b05a060830e	p_Firmicutes	o_Lactobacillales	f_Lactobacillaceae	TRUE	21.90725562	0.00049995	higherinhot	Apodemus_flavicollis	0.074849517	Chernobyl
d7199aeed18f7251896842c8b3c94031	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	10.36538462	0.00579942	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
fba29ec17f20ce8800df4e898c2ac1e7	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	12.20153846	0.00319968	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
681d15d4a766fb5d7e6269ffad80bc48	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	12.58653846	0.00169983	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
df51eea844284c8ca847db0428bbf851	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	12.91230769	0.00479952	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
ab90466f1eb105690054919ddbd32b17	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	14.21538462	0.00589941	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
ecb3759e804e8c86d9fb0de817207fe9	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	17.11769231	0.00129987	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
20ac30224f0d6923615fbc03ac84563f	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	17.91730769	0.00039996	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
b65e1c437b50c7aca37984e698a96dbf	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	19.16115385	1.00E-04	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
2dfc021ab6895ae3b4c956d50052f17e	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	20.19769231	0.00019998	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
e8d9cf1269b3bc64d0ea83e604600031	p_Firmicutes	o_Clostridiales	f_Ruminococcaceae	TRUE	20.55307692	0.00029997	higherinhot	Apodemus_speciosus	0.075989963	Fukushima
2959475f5007a6a0213665ef6cd08646	p_Firmicutes	o_Clostridiales	f_Lachnospiraceae	TRUE	12.76423077	0.00429957	higherinhot	Apodemus_speciosus	0.091551488	Fukushima
8b48a6f8a5666b3ff613593f62068047	p_Firmicutes	o_Clostridiales	f_Lachnospiraceae	TRUE	13.09	0.00149985	higherinhot	Apodemus_speciosus	0.091551488	Fukushima
c53f11e0e912181d823ad0eb1f5014bc	p_Firmicutes	o_Clostridiales	f_Lachnospiraceae	TRUE	15.81461538	0.00169983	higherinhot	Apodemus_speciosus	0.091551488	Fukushima
d593141fd27abfde1e4af42c3f0fade9	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-20.405	0.00039996	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
ed1ee46d09b594ec355bd1804bbcf354	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-20.31615385	0.00029997	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
a4a30f470cb7fbe38715526a7ee53848	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-20.04961538	0.00029997	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
90c031653d17e9c352e2620fa57015d6	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-18.48	0.00049995	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
f56f5b7599530abb0b8a02bac83880b2	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-17.35461538	0.00159984	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
8e52ef6461ffa707eef72448f61a5127	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-16.46615385	0.0009999	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
a95f83bdc7e9680ea3e50041d72cd890	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-16.14038462	0.00209979	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
8717f090d96514a463fc8b4c8209c7d3	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-15.63692308	0.00479952	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
49ea0e40108e840cf59d119073304bcb	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-15.51846154	0.0009999	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
1e325d6949902667903dbd951248b5e7	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-14.12653846	0.00319968	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
1f6bfa028aa92aa2b13faf72619a3e01	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-13.74153846	0.0009999	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
8b300fd25b9774e0f275e979eb839c6b	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-13.475	0.00549945	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
19451d3ce23478138998b165680d2c14	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-11.96461538	0.00189981	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
0537a6a8ab58003680ddee5a0c3b2a36	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-11.46115385	0.0029997	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
7b6c746282244cc690171f48a59e97d2	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-10.80961538	0.00139986	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
4fa805abf050af299d02e3d8bb9c49a6	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-7.877692308	0.00339966	higherinclean	Apodemus_speciosus	0.471981255	Fukushima
e7f7b73e4a0997cc69e128cdb4f2e802	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	11.31307692	0.00409959	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
234166274fbb22e38900a26eb84ece58	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	11.84615385	0.00169983	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
b7d19fe3db80d03b2cc34110819f251c	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	12.58653846	0.00089991	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
92b8a97dbdde7cd3517311bf75a93a25	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.71884615	0.00279972	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
732015d4392a6dea1e298247ec7e192a	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.89653846	0.00239976	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
3c8c3287b8eb818da752fe9f1f9fb332	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	17.68038462	0.0009999	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
780ed610e01c40cf3cb8b3c75a28f3b7	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	17.97653846	1.00E-04	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
5c632046f96bd50c20078296fbe775ee	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	18.50961538	1.00E-04	higherinhot	Apodemus_speciosus	0.471981255	Fukushima
1e325d6949902667903dbd951248b5e7	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-8.901098901	0.0019998	higherinclean	Apodemus_sylvaticus	0.665536569	Chernobyl
8a4e90efa8956fd4311104abdb35cfca	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-8.381868132	0.0019998	higherinclean	Apodemus_sylvaticus	0.665536569	Chernobyl
b1c874b1948e669adb0de5c30d3da8e2	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-7.269230769	0.00349965	higherinclean	Apodemus_sylvaticus	0.665536569	Chernobyl
e21523f035c04a4ff498be991bc5e918	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-6.75	0.00519948	higherinclean	Apodemus_sylvaticus	0.665536569	Chernobyl
9e368e43e252b5345ca0f604d679b2df	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	6.230769231	0.00569943	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
47a396a42a5e5f5c0b9e28302210afcf	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	6.230769231	0.00479952	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
e3943e29a078e09fd36d97db65b4e04d	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	6.675824176	0.00489951	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
90cb69a4673c8478eef3e906441c1693	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	7.046703297	0.00589941	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
c47817e9a277bd9b4056fa92b996eefa	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	7.269230769	0.00159984	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
a38b4fdfa2bd46b0e94a81a2e6e0f825	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	8.307692308	0.00049995	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
e36acbd7ee754e4b2601b8cab430c6bb	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	8.53021978	0.00439956	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
8a98aafbbe36a3ab6a9f0d94d43609ce	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	9.494505495	0.00029997	higherinhot	Apodemus_sylvaticus	0.665536569	Chernobyl
8a4e90efa8956fd4311104abdb35cfca	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-33.0616272	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
d82f7b58aac69966a5b71ae0daaff172	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-30.7225258	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
852b1c3fcb3cfa0b957561df6274eb82	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-28.38342441	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
8f4330292f82ead7db67acf310b4ff21	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-27.84228901	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
1e325d6949902667903dbd951248b5e7	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-27.5804493	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
d809610283128e843d4ed0c53f69b10f	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-27.44080146	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
15d38b47f6cbaa0145160942270012b9	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-21.34866424	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
b1c874b1948e669adb0de5c30d3da8e2	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-21.19156041	0.00019998	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
6ec906440742047485dc25d285d55bb9	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-20.49332119	0.00119988	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
0ca5510f2ad5ee7629d2073f60926f18	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-20.37112933	0.00069993	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
971dfd4aaae5fb0f1f75e1e487d2fbbd	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-20.35367335	0.00069993	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
129500150cad877075ed12b0c9424282	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-20.24893746	0.00149985	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
09cd10704277241fd6cdc74fc8f99d43	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-19.96964177	0.00089991	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
0ebb2cf4a2017aeaefadf9ae5062eb62	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-19.0444748	0.00189981	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
9b5811da3588dc72c1fce3ea07d51eac	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-18.99210686	0.00219978	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
f59b9ac7bd758d1b75c164ddf6062f4e	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-18.9571949	0.00229977	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
2ebfc3b3d6dce4fc215e509f8afdbd77	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-18.55570735	0.00229977	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
e75fdfcad1d6ee84d9aea68800a7d799	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-17.97965999	0.00119988	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
e21523f035c04a4ff498be991bc5e918	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-17.97965999	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
2e8b2da0c48ddf75279931737621721d	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-16.96721311	1.00E-04	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
2232977df64ba4875a08fe2bc44f0736	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-13.19672131	0.00019998	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
b09cfbfcabcea30343f2e17e45d438e1	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-10.43867638	0.00059994	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
41259313a664312bebe3aa7883603bc9	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-9.810261081	0.0149985	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
cc90edb426e9c7f64c724942a38fcded	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-8.483606557	0.00339966	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
0eab8fcd617870753aea7e939fa104d3	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-5.655737705	0.02909709	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
0980462ccff0d692a8a3d6bded14d7f6	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	-5.655737705	0.03189681	higherinclean	Apodemus_flavicollis	0.675973451	Chernobyl
baf5691fa3ba797d6f8ee14983d24b90	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	5.324074074	0.02079792	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
a868a0bb58d52a6fb8fdf7653cede653	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	5.324074074	0.01919808	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
73a5c43defbbd1d62ff906bbb22f3f76	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	5.324074074	0.02019798	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
a8c32a5a27d0d56118ecc368e6b0329a	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	5.324074074	0.01929807	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
0fa3c533eaaf823abea28fef148fadb9	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	5.324074074	0.02159784	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
14a2edcbf4928a83a827d3614835c3bb	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	5.324074074	0.01959804	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
7346ce20313eed0821f5aff956e53d91	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	6.388888889	0.00939906	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
1312923540410ff0d157a790d66673f8	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	6.388888889	0.00859914	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
a7a4fb71f4b5b459e5f20d31cc6bfa95	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	6.388888889	0.00869913	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
6c11aac13abf486909b34a6d94f6782d	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	6.388888889	0.0089991	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
8619b05b062d9b7211985e809d7cb795	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	7.453703704	0.00329967	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
8476e929d8533c231258317cb3d49d94	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	7.453703704	0.0029997	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
e7f7b73e4a0997cc69e128cdb4f2e802	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	7.872647237	0.01269873	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
a6b156512d56bb3b7c337285813c9ddf	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	8.535974499	0.00589941	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
e2e725874c60a86b0776b8292f66e881	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	8.55343048	0.00549945	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
197e6d39dce4e9b6b1bb10107e22951c	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	8.588342441	0.00489951	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
638f25462c53083f2b2ff1e9fdff00a3	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	9.705525197	0.00159984	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
8c319a7d95ac3b89d8bbc0d0f4088f83	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	9.740437158	0.00219978	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
3471f88cb44a7a8c95f6c7fe00ec8261	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	10.54341226	0.00289971	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
e1030c4957c199bd43a8c54eea64b412	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	10.57832423	0.01949805	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
cb4da373785ed1a5fd9bc1f2dd88eb0b	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	10.64814815	0.00029997	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
d04b16de2b3bfa84754a4eafcfaec69a	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	10.9623558	0.01079892	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
84c7caa8ea59cf2cb4450742af1e088b	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	11.15437158	0.00329967	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
596f70447030c8a5e3ddf2bd3eadafa5	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	11.71296296	0.00019998	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
d9e549a707f8e3763fd42cb91658ad45	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	11.92243473	0.01569843	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
a207175ed119f43453c74a3eb14f8154	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	11.95734669	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
d2c0e1e29686415b60cdc7f73db906aa	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	12.65558591	0.00629937	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
47a396a42a5e5f5c0b9e28302210afcf	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	12.77777778	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
64265b7c6f2794a9980b536d216acbc5	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	13.05707347	0.00109989	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
e6d44bdcd871c5c08dd1675b96ad06dc	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	13.5632969	0.01229877	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
034cd110100c1313be2f02909d8e5ad4	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	13.84259259	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
79247a9616e081fe127bc542853c62dc	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	13.84259259	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
03834f2aa277ba071237e596a576091f	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	13.84259259	0.00029997	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
916876ccab80c1bb4d872b622855e651	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.03460838	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
900a979bf6a8d8888b1efb4fa4b0de88	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.1917122	0.00069993	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
0c1328b680e719088d574634057e9944	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.24408015	0.00179982	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
be74bfeee93633ea3bde4a9ac22a6e7d	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.27899211	0.00049995	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
3dd15092a84581a6462947820ed1289c	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.48846387	0.0039996	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
ece8f3889c05b3350152571f8dda9ab7	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.62811172	0.01649835	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
66eeaa17628bcaa75833f16241f19328	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	14.92486339	0.01439856	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
e72430a7aba1798a9763b09df53fe98b	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	15.83257438	0.00239976	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
2e14112fda19eaaa63fcf3e4478762ea	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	16.40862174	0.00019998	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
07a6982a01abf6e181ae400594a8808d	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	18.10185185	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
8d16493f61b4859028a7a760a82751ce	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	18.64298725	0.00209979	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
6a4f993839f0ca963489915217661662	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	18.64298725	0.00229977	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
2cf703826a5c150fe7ab5f350c1f9420	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	18.71281117	0.00069993	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
e7cff755f08bad9970321ecfc2109087	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	19.20157863	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
b0bdead34e544459a7af045d5e1804d8	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	20.09183364	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
e3943e29a078e09fd36d97db65b4e04d	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	20.16165756	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
92b8a97dbdde7cd3517311bf75a93a25	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	20.28384942	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
a38b4fdfa2bd46b0e94a81a2e6e0f825	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	20.59805707	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
4db1f9668fcebff493189edcbc1bf58c	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	21.22647237	0.00019998	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
d973f537b2d7705d926705b3c51b9422	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	21.59304797	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
780ed610e01c40cf3cb8b3c75a28f3b7	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	22.18655131	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
8a98aafbbe36a3ab6a9f0d94d43609ce	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	24.01942927	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
c6cc193827dee5c035291d0d1d14b625	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	24.54310868	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
36970a02cef97a13d36b5a04dc34d56a	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	24.63038859	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
c47817e9a277bd9b4056fa92b996eefa	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	24.71766849	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
7adfa4f0e342de54304e1c50112cd387	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	24.77003643	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
2fb552711f728465c87e82bc3eb4c470	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	25.22389192	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
7353d0bc32a7c348a761a027a97b3aea	p_Bacteroidetes	o_Bacteroidales	f_S24-7	TRUE	26.11414693	1.00E-04	higherinhot	Apodemus_flavicollis	0.675973451	Chernobyl
